DATETIME,QUESTIONNAIRE_TYPE,AGE,ID_NUMERO_TEL,SEXE_MASC,SEXE_FEM,SEXE_COMMENT,HANDICAP,HANDICAP_SOURD,HANDICAP_DEFICIENT_AUDITIF,HANDICAP_AVEUGLE,HANDICAP_DEFICIENT_VISUEL,HANDICAP_MOTEUR,HANDICAP_AUTRE,HANDICAP_AUTRE_COMMENT,LANGUE_COURANTE_1,LANGUE_COURANTE_2,LANGUE_COURANTE_3,LANGUE_COURANTE_4,LANGUE_FREQUENTE_1,LANGUE_FREQUENTE_2,LANGUE_FREQUENTE_3,LANGUE_FREQUENTE_4,LANGUE_MATERNELLE_1,LANGUE_MATERNELLE_2,LANGUE_MATERNELLE_3,LANGUE_MATERNELLE_4,NIVEAU_ETUDE,NIVEAU_SECONDAIRE_CHOIX,NIVEAU_SUPERIEUR_CHOIX,PROFESSION_ADMINISTRATION,PROFESSION_AGRICULTURE_VITICULTURE,PROFESSION_ARTISANAT,PROFESSION_CADRE,PROFESSION_COMMERCE,PROFESSION_ELEVE_ETUDIANT,PROFESSION_EMPLOYE_OUVRIER,PROFESSION_ENSEIGNEMENT,PROFESSION_METIERS_SANTE,PROFESSION_METIERS_SPECTACLE,PROFESSION_PROFESSION_LIBERALE,PROFESSION_RETRAITE,PROFESSION_SANS_ACTIVITE_PROFESSIONNELLE,PROFESSION_METIER_AUTRE,PROFESSION_ENSEIGNEMENT_CHOIX,PROFESSION_METIER_AUTRE_COMMENT,CODE_POSTAL,DUREE_VIE_DPT,TYPE_TELEPHONE,TYPE_TELEPHONE_AUTRE_COMMENT,ABONNEMENT_ILLIMITE,TEMPS_UTILISATION_SMS,ENVOI_SMS_SEMAINE,RECEPTION_SMS_SEMAINE,UTILISATION_T9,DESTINATAIRE_AMIS,DESTINATAIRE_COLLEGUES,DESTINATAIRE_FAMILLE,DESTINATAIRE_COMPAGNON,DESTINATAIRE_CONCOURS,DESTINATAIRE_AUTRE,DESTINATAIRE_AUTRE_COMMENT,REDACTION_SMS,UTILISATION_CHAT,UTILISATION_FORUM,UTILISATION_COURRIER_ELECTRONIQUE,UTILISATION_RESEAUX_SOCIAUX,UTILISATION_AUTRE,UTILISATION_AUTRE_COMMENT,RAISON_REDAC_SMS_PRIX,RAISON_REDAC_SMS_DERANGER,RAISON_REDAC_SMS_ALLER_VITE,RAISON_REDAC_SMS_AIME_PAS_TELEPHONER,RAISON_REDAC_SMS_AUTRE,RAISON_REDAC_SMS_AUTRE_COMMENT,RAISON_ECRITURE_SMS_RAPIDE,RAISON_ECRITURE_SMS_JOUER_LANGUE,RAISON_ECRITURE_SMS_COMPLICITE,RAISON_ECRITURE_SMS_AUTRE,RAISON_ECRITURE_SMS_AUTRE_COMMENT,APPORT_ECRITURE_SMS,AVENIR_SMS,CODE_MIXING,LANGUE_MIXING_1,LANGUE_MIXING_2,LANGUE_MIXING_3,LANGUE_MIXING_4,CODE_SWITCHING,LANGUE_SWITCHING_1,LANGUE_SWITCHING_2,LANGUE_SWITCHING_3,LANGUE_SWITCHING_4,COMPREHENSION_ECRITURE_SMS,SOUVENIR_SMS,DUREE_LECTURE,DUREE_LECTURE_REEL,TYPE_LECTURE_JOURNAL,TYPE_LECTURE_BD,TYPE_LECTURE_WEB,TYPE_LECTURE_LIVRES,TYPE_LECTURE_AUTRE,TYPE_LECTURE_AUTRE_COMMENT,ECRITURE_PAPIER,TYPE_ECRITURE_COURSES,TYPE_ECRITURE_COURRIER,TYPE_ECRITURE_JOURNAL,TYPE_ECRITURE_PETITS_MOTS,TYPE_ECRITURE_NOTES_PRO,TYPE_ECRITURE_AUTRE,TYPE_ECRITURE_AUTRE_COMMENT,ECRITURE_FREQ
2011-09-19 11:04:31,consentement+questionnaire,41,470,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,cap_bep,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,30190,23,iphone,,non,plus de 5,20 a 50,50 a 100,oui,5,6,6,6,0,0,,redaction_soit_soit,souvent,jamais,souvent,tres_souvent,,,0,0,1,0,0,,1,0,0,0,,il arrive qu'ont comprenne pas tout celon l age de la personne et la rapidité dont c 'est ecris ,je pense qu 'il seront utilisé de plus en plus souvent car il reviennent moins cher et que personnellement j ai 3 enfants donc je m' adapte ,non,,,,,non,,,,,oui,francais_standard,6.285714285714286,5,0,0,1,0,1,chta,oui,0,0,0,1,0,0,,parfois
2011-09-19 11:10:32,consentement+questionnaire,40,377,,1,,0,0,0,0,0,0,0,,ara_d,fre,,,fre,,,,fre,ara_d,,,niveau_secondaire,lycee,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,30960,,iphone,,oui,plus de 5,50 a 100,50 a 100,oui,5,2,5,1,1,0,,redaction_melange,jamais,rarement,souvent,rarement,,,1,1,0,0,0,,1,0,1,0,,,,oui,fre,ara_d,,,oui,ara_d,fre,,,oui,pas_opinion,0,0,0,0,0,0,0,,oui,1,0,0,0,0,1,"planning de la journée, les appels que je dois passer, etc",tres_souvent
2011-09-19 11:23:31,consentement+questionnaire,26,456,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34570,8,classique,,non,plus de 5,5 a 10,5 a 10,oui,5,1,1,6,0,0,,redaction_melange,jamais,parfois,tres_souvent,tres_souvent,,,0,1,0,1,0,,1,0,0,0,,"mauvaise interprétation parfois
rapidité",oui,oui,fre,eng,,,non,,,,,oui,pas_opinion,6.285714285714286,5,0,0,1,1,0,,oui,0,1,0,0,1,0,,tres_souvent
2011-09-19 11:26:43,consentement+questionnaire,21,172,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Mère au foyer,34350,15,iphone,,oui,3 a 5,50 a 100,50 a 100,oui,6,0,2,6,0,0,,redaction_melange,rarement,jamais,jamais,tres_souvent,,,0,0,1,0,0,,1,0,0,0,,"C'est très rapide, et on ose dire des choses que l'on ne dirait pas à voix haute",Oui ils sont très répandus et très utiles,oui,fre,eng,,,non,,,,,oui,francais_standard,2.0952380952380953,1,1,0,1,0,0,,oui,1,1,0,0,1,0,,parfois
2011-09-19 11:31:36,consentement+questionnaire,63,337,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,lycee,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,30140,34,classique,,oui,3 a 5,moins de 5,5 a 10,oui,2,0,4,0,0,0,,redaction_ortho_standard,rarement,rarement,parfois,souvent,,,1,0,0,0,0,,0,0,0,0,,,,non,,,,,non,,,,,oui_mais,pas_opinion,3.142857142857143,2,1,0,1,1,0,,non,0,0,0,0,0,0,,
2011-09-19 11:20:12,consentement+questionnaire,23,396,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,19100,,iphone,,oui,plus de 5,20 a 50,20 a 50,non,6,0,4,4,0,0,"Activités exterieures (sport, musique)",redaction_melange,parfois,parfois,souvent,souvent,,,1,1,1,0,0,,1,1,1,0,,"avantages: cela permet d'aller plus vite de donner un autre charme a la langue que l'on pratique tous les jours les fautes d'orthographes n'existent plus on peut se faire comprendre plus facilement

inconvénients: cela peut venir à faire beaucoup de fautes d'orthographes où a nous y entrainer particulièrement avec des personnes qui en font déjà beaucoup et avec une langue comme le français qui est en plus relativement compliquée en orthographe cela n'arrange rien","oui, car dans des régions ou le réseau ne passe pas bien ou peu il est plus cohérent, rapide, efficace d'envoyer un sms pour s'exprimer avec quelqu'un ",oui,fre,eng,,,oui,fre,baq,eng,ger,oui_mais,pas_opinion,5.238095238095238,4,1,1,1,0,0,,oui,0,1,0,1,1,1,"activités extérieures (sport, musique)",parfois
2011-09-19 11:45:00,consentement+questionnaire,26,404,,1,,0,0,0,0,0,0,0,,fre,eng,ita,ara_d,fre,,,,fre,,,,niveau_superieur,,bac_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,31000,,iphone,,oui,plus de 5,10 a 20,10 a 20,oui,6,4,4,4,1,0,,redaction_melange,parfois,rarement,tres_souvent,tres_souvent,,,0,0,1,1,0,,1,0,0,0,,"Baisse du niveau d'orthographe de la population.
Incompréhension.","Oui, vu le succès imprévu de ce mode de communication et son aspect à la fois très pratique.",oui,fre,eng,,,non,,,,,oui,pas_opinion,6.285714285714286,5,0,0,1,0,1,revues scientifiques,oui,1,0,0,0,1,0,,parfois
2011-09-19 11:41:28,consentement+questionnaire,30,289,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,34590,,classique,,oui,plus de 5,20 a 50,20 a 50,oui,5,3,4,6,1,0,,redaction_ortho_standard,rarement,souvent,tres_souvent,tres_souvent,,,0,1,0,1,0,,1,0,0,0,,"Les avantages sont la rapidité d'écriture et un certain humour dans la syntaxe. 
L'inconvénient principal est le manque de crédibilité selon le destinataire. De plus j'ai toujours peur que le destinataire ait l'impression que je lui manque de respect en n'écrivant pas correctement.","Les SMS seront toujours utilisés tant qu'ils seront inscrits dans un système de forfait illimité.
Prévenir d'un léger retard, faire part de son ennui à un ami lors d'une réunion professionnelle, un petit mot d'amour avant d'aller se coucher, envoyer ses voeux massivement au nouvel an, prévenir un grand nombre de personnes instantanément d'un évènement immédiat... sont autant de bonnes (ou mauvaises) raisons de conserver le sms.",oui,fre,eng,oci,,oui,fre,eng,,,oui_mais,francais_standard,3.142857142857143,2,1,0,1,1,0,,oui,1,0,0,1,1,0,,tres_souvent
2011-09-19 11:37:50,consentement+questionnaire,24,382,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,62350,,blackberry,,oui,3 a 5,plus de 100,50 a 100,non,6,0,5,0,0,0,,redaction_ortho_standard,rarement,tres_souvent,souvent,tres_souvent,,,1,1,1,1,1,pour pouvoir les relire,1,0,1,0,,"On peut le garder.
On lit / réponds quand on a le temps.
C'est rapide.
",Oui,oui,fre,eng,,,non,,,,,oui_mais,francais_standard,3.142857142857143,2,1,1,1,1,0,,oui,1,1,0,1,1,0,,tres_souvent
2011-09-19 11:53:15,consentement+questionnaire,23,17,1,,réponse non pertinente,0,0,0,0,0,0,0,,fre,eng,,,fre,,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,30800,23,iphone,,oui,plus de 5,50 a 100,50 a 100,non,4,3,5,6,0,0,,redaction_soit_soit,tres_souvent,tres_souvent,tres_souvent,tres_souvent,,,1,1,1,0,0,,1,0,1,0,,"Avantages : Gain de temps, d'argent, ne dérange pas.

Inconvénients : Manque la voix (et donc parfois le sens du message à passer)","Oui de plus en plus. Il faudra surement faire évoluer la technique (L'iphone a permis une réelle évolution des fonctionnalités. Notamment au niveau du copier/coller, du fait de se placer facilement à un endroit du texte, ...)",non,,,,,non,,,,,oui,francais_standard,6.285714285714286,5,1,0,1,0,1,langages pour logiciels,oui,0,0,0,1,1,0,,souvent
2011-09-19 11:56:06,consentement+questionnaire,29,320,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,11000,,blackberry,,oui,plus de 5,20 a 50,10 a 20,non,6,4,5,4,0,0,,redaction_melange,souvent,parfois,tres_souvent,tres_souvent,,,0,0,1,0,0,,1,0,0,0,,plu rapide,"oui, moi perso j'pe pa m'en passé",non,,,,,non,,,,,oui,ecriture_sms,4.190476190476191,3,1,0,1,1,0,,oui,1,0,0,1,0,0,,parfois
2011-09-19 12:01:15,consentement+questionnaire,25,180,1,,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,34090,18,iphone,,oui,plus de 5,20 a 50,20 a 50,oui,6,3,1,6,1,0,,redaction_melange,parfois,rarement,tres_souvent,souvent,,,0,0,1,0,0,,1,0,0,0,,"Avantage : Rapidité
Inconvéniants : incompréhension, perte de la langue française chez les plus jeunes","Oui car ça reste encore le moyen le plus simple et le plus rapide pour communiquer. De plus à la différence des appels, les SMS sont conservés dans le téléphone (excepté pour les téléphones préhistoriques ;-)) ce qui est fort utile selon le contexte.",oui,fre,eng,,,oui,fre,eng,,,oui_mais,francais_standard,3.142857142857143,2,1,0,1,0,0,,oui,1,1,0,1,1,0,,tres_souvent
2011-09-19 12:10:28,consentement+questionnaire,21,359,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34096,4,classique,,oui,plus de 5,50 a 100,20 a 50,oui,5,3,5,6,0,0,,redaction_ortho_standard,jamais,jamais,souvent,souvent,,,1,1,0,0,0,,0,0,0,0,,"Avantages : rapidité, moins de dérangement pour le destinataire, envoie groupé.

Inconvénients : orthographe (pour ceux qui écrivent en langage SMS, très mauvais pour les enfants), ","Oui, mais je pense que les réseaux sociaux prennent petit à petit le dessus. ",non,,,,,non,,,,,oui_mais,francais_standard,4.190476190476191,3,1,1,1,1,0,,oui,1,0,0,0,1,0,,tres_souvent
2011-09-19 12:51:58,consentement+questionnaire,40,148,,1,,0,0,0,0,0,0,0,,fre,,,,eng,ger,spa,,fre,,,,niveau_secondaire,lycee,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,34310,9,classique,,oui,plus de 5,5 a 10,5 a 10,non,3,0,5,5,0,0,,redaction_melange,souvent,tres_souvent,souvent,tres_souvent,,,0,0,0,1,0,,0,1,0,0,,demain devient plus facile à écrire par exemple et on gagne en espace puisqu'il y a un nombre de caractères limité. Mais il faut veiller à ce que le texte reste compréhensible par le destinataire.,Oui car la nouvelle génération de téléphone portable et de forfait vont être valorisés.,non,,,,,non,,,,,oui_mais,francais_standard,6.285714285714286,5,1,0,1,1,0,,oui,0,1,1,0,0,0,,parfois
2011-09-19 12:45:01,consentement+questionnaire,25,409,,1,,0,0,0,0,0,0,0,,fre,eng,spa,,fre,eng,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,6000,,blackberry,,oui,plus de 5,50 a 100,20 a 50,non,5,1,5,2,0,0,,redaction_ortho_standard,rarement,jamais,souvent,souvent,,,1,1,1,1,0,,0,0,0,0,,Écrire ce que l'on n'ose pas dire.,"Lorsqu'on voit le niveau d'orthographe de la majorité des expéditeurs, je crois qu'à terme les sms vont se perdre dans des méandres de ""LOLs"" et de smileys.",oui,fre,eng,,,oui,fre,eng,,,non,francais_standard,3.142857142857143,2,1,0,1,1,0,,oui,1,1,0,1,0,0,,rarement
2011-09-19 12:59:32,consentement+questionnaire,33,405,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,cap_bep,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,34280,5,iphone,,oui,plus de 5,20 a 50,20 a 50,non,6,2,2,6,0,0,,redaction_ortho_standard,souvent,parfois,tres_souvent,souvent,,,0,0,0,1,0,,1,0,0,0,,"Pouvoir partager des informations avec plusieurs contacts. Partager des photos, pour éviter de déranger.

Pas d'inconvénient","Oui !

Plus simple pour faire circuler les informations (sorties, animations, rdv ...)",non,,,,,non,,,,,oui,francais_standard,5.238095238095238,4,1,0,1,0,0,,non,0,0,0,0,0,0,,
2011-09-19 12:48:20,consentement+questionnaire,35,364,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,lycee,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,30820,,iphone,,oui,plus de 5,50 a 100,20 a 50,oui,4,3,5,6,2,0,,redaction_melange,jamais,jamais,tres_souvent,jamais,,,1,0,1,0,0,,1,0,0,0,,Peut permettre d'envoyer un message à plusieurs personnes simultanément. L'inconvenient c'est la trace écrite.,oh oui et le phénomène va s'amplifier.,non,,,,,non,,,,,oui_mais,pas_opinion,3.142857142857143,2,0,0,0,0,1,Fiche de travail,oui,0,0,0,0,1,0,,souvent
2011-09-19 13:06:34,consentement+questionnaire,35,260,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac_8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,34000,11,iphone,,oui,plus de 5,10 a 20,10 a 20,oui,6,0,5,6,0,0,,redaction_ortho_standard,souvent,rarement,tres_souvent,jamais,,,1,1,0,1,0,,0,0,0,0,,"on ne comprend rien...c'est pas génial pour l'orthographe.
ca permet cependant en effet de ""dire"" plus de choses en moins de caractères.",oui,oui,fre,eng,,,oui,fre,eng,,,oui_mais,francais_standard,4.190476190476191,3,1,0,1,1,1,revues scientifiques,oui,1,0,1,1,1,0,,tres_souvent
2011-09-19 13:04:12,consentement+questionnaire,22,407,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,34725,,classique,,oui,plus de 5,20 a 50,20 a 50,oui,6,2,5,6,0,0,,redaction_melange,jamais,jamais,souvent,tres_souvent,,,0,0,1,0,0,,1,0,0,0,,les inconvénients sont qu'on écrit en abréger et quand il faut écrire une lettre on a tendance à oublier comment s'écrive les mots,oui car c'est rapide et cela évite une communication. Puis maintenant beaucoup de forfait sont vendu avec les sms illimités,oui,eng,fre,,,non,,,,,oui,ecriture_sms,3.142857142857143,2,1,0,1,1,0,,oui,1,1,0,0,0,0,,souvent
2011-09-19 13:19:41,consentement+questionnaire,27,132,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Agent de maîtrise,30100,,iphone,,oui,plus de 5,10 a 20,20 a 50,non,6,4,3,6,2,0,,redaction_melange,jamais,rarement,parfois,tres_souvent,,,0,0,1,0,0,,1,0,0,0,,"raipidité
ecran tactile faut regarder ce que l'on tape",oui,non,,,,,non,,,,,oui,pas_opinion,2.0952380952380953,1,1,0,0,0,0,,oui,0,1,0,1,0,0,,parfois
2011-09-19 12:55:29,consentement+questionnaire,34,95,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_superieur,,bac_4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,34080,2,iphone,,oui,plus de 5,5 a 10,moins de 5,oui,4,4,5,0,0,0,,redaction_ortho_standard,rarement,rarement,tres_souvent,tres_souvent,,,0,0,0,1,0,,0,0,0,0,,le principal inconvénient de l’écriture sms est que les jeunes ne savent plus écrire correctement,je pense qu'il y aura une fusion entre les sms et les reseaux sociaux,non,,,,,non,,,,,oui_mais,francais_standard,4.190476190476191,3,1,0,1,1,0,,oui,1,0,0,1,1,0,,tres_souvent
2011-09-19 13:29:00,consentement+questionnaire,20,146,,1,,0,0,0,0,0,0,0,,fre,eng,rus,kaz,fre,rus,,,rus,kaz,,,niveau_superieur,,bac_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,34000,3,blackberry,,oui,plus de 5,10 a 20,10 a 20,non,6,1,0,6,0,0,,redaction_melange,rarement,jamais,tres_souvent,rarement,,,0,1,0,0,0,,1,0,0,0,,"Il peut y avoir des confusions, surtout avec le T9. 
Les avantages consistent en ce que les SMS sont gratuites et on peut y réfléchir plus qu'à un appel téléphonique. Par conséquent, on formule une bonne phrase bien réfléchie. ","Je crois que oui. Ca restera un moyen le plus pratique de communication. Puisqu'à mon avis, dans le futur proche les SMS vont être gratuites dans tous les forfaits.",oui,fre,rus,,,oui,fre,rus,,,oui_mais,francais_standard,4.190476190476191,3,0,0,0,1,0,,oui,1,0,0,1,1,0,,souvent
2011-09-19 13:34:44,consentement+questionnaire,62,306,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,lycee,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,34070,,iphone,,oui,plus de 5,10 a 20,10 a 20,non,0,0,6,0,0,0,,redaction_ortho_standard,parfois,parfois,tres_souvent,parfois,,,0,0,0,1,0,,1,0,0,0,,,,non,,,,,non,,,,,oui,pas_opinion,1.0476190476190477,0.5,0,0,1,0,0,,oui,0,0,0,0,0,1,memoire,souvent
2011-09-19 13:32:35,consentement+questionnaire,22,97,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,cap_bep,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,34090,3,iphone,,oui,plus de 5,10 a 20,5 a 10,non,6,5,0,6,0,0,,redaction_melange,jamais,souvent,jamais,parfois,,,1,0,0,0,0,,1,0,0,0,,rapide / dès fois les codes sms varient d'une personne a une autre donc difficile de lecture,"oui, car c'est le moyen de communication qui remplacera le mail",non,eng,,,,non,eng,,,,oui_mais,ecriture_sms,9.428571428571429,8,1,1,1,0,0,,oui,0,0,0,1,0,0,,parfois
2011-09-19 13:47:24,consentement+questionnaire,20,417,,1,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,57000,,blackberry,,oui,plus de 5,50 a 100,50 a 100,non,6,3,6,6,0,0,,redaction_ortho_standard,tres_souvent,parfois,parfois,tres_souvent,,,1,0,1,0,0,,0,0,0,0,,,,oui,fre,eng,,,non,,,,,oui_mais,francais_standard,3.142857142857143,2,1,0,1,0,0,,oui,1,0,0,1,1,0,,parfois
2011-09-19 13:54:36,consentement+questionnaire,28,479,1,,,0,0,0,0,0,0,0,,fre,eng,ger,,fre,ger,eng,,fre,,,,niveau_superieur,,bac_8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,78290,,iphone,,oui,plus de 5,10 a 20,10 a 20,oui,6,0,5,3,0,0,,redaction_melange,souvent,parfois,tres_souvent,tres_souvent,,,0,1,0,0,0,,1,0,0,0,,"Avantage : rapidité d'écriture
Désavantage : Perte de mes compétences orthographiques car en outre, je travaille dans une industrie où le vocabulaire est limité (vocabulaire essentiellement technique et circonstancié pour des rapports).",,oui,fre,ger,eng,,oui,ger,eng,,,oui,pas_opinion,4.190476190476191,3,1,1,1,1,0,,oui,1,0,0,0,1,0,,souvent
2011-09-19 13:56:14,consentement+questionnaire,21,379,,1,,0,0,0,0,0,0,0,,fre,ita,eng,,fre,,,,fre,,,,niveau_superieur,,bac_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,57000,,iphone,,oui,plus de 5,20 a 50,10 a 20,non,6,0,1,2,0,0,,redaction_ortho_standard,jamais,rarement,parfois,parfois,,,1,0,1,0,0,,0,0,0,0,,,,oui,fre,eng,,,non,,,,,oui_mais,francais_standard,3.142857142857143,2,1,0,1,0,0,,non,0,0,0,0,0,0,,
2011-09-19 14:07:54,consentement+questionnaire,33,39,,1,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,lycee,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,34000,17,iphone,,oui,plus de 5,5 a 10,5 a 10,non,2,0,1,3,0,0,,redaction_melange,jamais,rarement,rarement,tres_souvent,,,0,1,0,0,0,,1,0,0,0,,les choses peuvent être lues de travers. ,oui,non,,,,,non,,,,,oui,pas_opinion,3.142857142857143,2,1,0,0,1,0,,oui,0,0,0,1,1,0,,rarement
2011-09-19 14:10:40,consentement+questionnaire,30,225,,1,,0,0,0,0,0,0,0,,fre,,,,spa,,,,fre,,,,niveau_superieur,,bac_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,34630,,iphone,,oui,plus de 5,20 a 50,20 a 50,oui,6,1,4,6,0,0,,redaction_melange,jamais,jamais,parfois,tres_souvent,,,1,1,1,0,0,,0,0,0,0,,"AVANTAGES
COUT RAPIDITÉ DISCRÉTION

INCONVÉNIENT
COMPRÉHENSION (ÉCRITURE SMS) ",oui,non,,,,,non,,,,,oui_mais,francais_standard,2.0952380952380953,1,1,0,1,0,0,,oui,1,0,0,1,1,0,,tres_souvent
2011-09-19 14:15:22,consentement+questionnaire,38,363,1,,,0,0,0,0,0,0,0,,fre,eng,,,fre,eng,,,fre,,,,niveau_superieur,,bac_5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,30250,29,iphone,,oui,plus de 5,moins de 5,moins de 5,oui,4,1,3,3,0,0,,redaction_ortho_standard,tres_souvent,parfois,tres_souvent,parfois,,,0,1,0,1,0,,0,0,0,0,,rapide mais ça devient facilement un langage ambiguë,oui,oui,fre,eng,,,oui,fre,eng,,,non,pas_opinion,3.142857142857143,2,1,0,1,1,0,,non,0,0,0,0,0,0,,
2011-09-19 14:06:55,consentement+questionnaire,42,18,1,,,0,0,0,0,0,0,0,,fre,,,,fre,,,,fre,,,,niveau_secondaire,lycee,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,34110,2,iphone,,oui,moins de 1,moins de 5,5 a 10,oui,4,0,6,5,0,0,,redaction_ortho_standard,rarement,rarement,parfois,souvent,,,1,0,0,0,0,,1,0,0,0,,"Avantages : rapidité, simplicité
Inconvénient : difficulté de compréhension, lisibilité.","Oui, à moins que la vidéo les remplacent et que les tarifs baissent.",non,,,,,non,,,,,oui_mais,francais_standard,4.190476190476191,3,1,0,1,1,1,document professionel,oui,0,0,0,0,1,0,,parfois
2011-09-19 14:32:26,consentement+questionnaire,26,412,,1,,0,0,0,0,0,0,0,,fre,eng,spa,,fre,eng,spa,,fre,,,,niveau_superieur,,bac_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,30000,19,classique,,non,plus de 5,10 a 20,10 a 20,non,6,4,5,2,3,0,,redaction_melange,rarement,rarement,parfois,tres_souvent,,,1,1,1,1,0,,1,0,0,0,,"Avantage: la rapidité
Inconvénient: il faut parfois décoder pour certaines personnes qui ne comprennent pas","Je pense que oui de plus en plus de personne apprennent à s'en servir (ma mère qui a un portable depuis plus de 10 ans s'y est mit il y a peu), c'est un moyen pratique et économique de communiquer, on peut l'utiliser partout sans déranger personne (dans les transports en commun je ""textote"" tout le temps alors que s'y on m'appelle j'abrége (je n'ai pas envie que tout le bus entende ce que j'ai à dire).",oui,fre,eng,spa,,oui,fre,eng,spa,,oui,pas_opinion,3.142857142857143,2,1,1,1,1,0,,oui,1,1,0,0,1,0,,souvent
2011-09-19 14:38:16,consentement+questionnaire,32,59,1,,,0,0,0,0,0,0,0,,fre,eng,,,fre,,,,fre,,,,niveau_secondaire,cap_bep,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,34000,,iphone,,oui,plus de 5,10 a 20,5 a 10,oui,6,1,1,6,0,0,,redaction_ortho_standard,rarement,parfois,tres_souvent,parfois,,,0,1,0,0,0,,0,0,0,1,Je ne le fais pas,La langue française se perd,"Dans l'avenir les sms seront encore utilisées car c'est un moyen de communication rapide sans être déranger pour autant.

Exemple: Un copain est au boulot, je lui envoie un sms pour confirmer un rendez vous, cela ne nécéssite pas d'appel",non,,,,,oui,fre,eng,,,oui_mais,francais_standard,4.190476190476191,3,1,0,1,0,0,,oui,0,0,0,1,1,0,,souvent
