,Femme,Homme,Age1,Age2,Age3,Age4,Age5,Age6
prêches,0,1,0,0,0,0,1,0
prêt,11,13,1,2,0,2,10,9
prête,24,6,2,4,2,2,6,14
prêter,2,3,0,0,2,0,2,1
prêtera,0,1,0,0,0,0,1,0
prêterai,1,1,1,0,0,0,0,1
prêteriez,1,0,0,0,1,0,0,0
prêtes,1,0,1,0,0,0,0,0
prêtre,0,1,1,0,0,0,0,0
prêts,3,0,2,0,1,0,0,0
prêté,1,3,1,1,0,0,1,1
ps,116,18,15,46,6,29,12,26
ps2,2,0,0,0,0,1,1,0
ps3,6,4,4,1,3,2,0,0
pschhhiiit,1,0,0,0,0,1,0,0
pseudo,6,1,0,1,1,4,1,0
pseudos,1,0,0,0,0,1,0,0
psg,1,2,0,0,0,0,0,3
psilocybine,0,1,0,0,0,0,0,1
psk,231,1,232,0,0,0,0,0
psp,1,0,0,0,1,0,0,0
psse,0,1,1,0,0,0,0,0
pssp,0,5,5,0,0,0,0,0
pster,1,0,0,0,0,0,0,1
psvita,1,0,0,0,1,0,0,0
psy,16,8,4,3,3,2,2,10
psycha,1,0,0,0,0,0,0,1
psychanalyst,0,1,0,0,1,0,0,0
psychanalytique,1,0,0,0,0,1,0,0
psycheledique,1,0,0,0,0,0,1,0
psychiatrique,1,0,0,1,0,0,0,0
psychique,1,0,0,0,0,1,0,0
psycho,8,9,0,7,4,3,1,2
psychodrame,1,0,1,0,0,0,0,0
psychologie,3,2,1,0,1,1,0,2
psychologique,5,2,0,0,0,5,2,0
psychologiquement,2,0,0,0,0,1,1,0
psychologiques,0,1,0,0,0,0,1,0
psychologue,1,1,0,0,1,0,1,0
psychologues,0,1,0,1,0,0,0,0
psychopate,2,0,0,1,0,0,0,1
psychopathe,4,0,0,2,0,1,0,1
psychopatho,1,0,0,0,0,0,0,1
psychopathologie,0,3,0,3,0,0,0,0
psychose,7,0,0,0,0,7,0,0
psychoses,1,0,0,0,0,1,0,0
psychosomatique,1,0,0,0,0,1,0,0
psychote,4,0,0,0,0,3,0,1
psychoter,2,0,0,0,0,2,0,0
psychothique,1,0,0,0,0,1,0,0
psychothiques,1,0,0,0,0,1,0,0
psychotè,1,0,0,0,0,0,0,1
psycophate,1,0,0,0,1,0,0,0
pt,16,0,3,1,2,2,1,7
ptain,5,0,0,1,0,0,1,3
ptde,0,1,1,0,0,0,0,0
ptdr,216,49,35,13,5,176,28,8
ptdrr,3,0,1,0,0,2,0,0
ptdrrr,3,48,0,0,0,3,48,0
ptdrrrr,3,0,0,0,0,3,0,0
ptdrrrrr,1,2,0,1,0,0,2,0
ptdrrrrrrr,1,0,0,1,0,0,0,0
pte,1,0,0,0,1,0,0,0
pteferee,1,0,0,0,0,0,1,0
ptet,8,18,4,1,11,4,2,4
ptete,14,0,1,12,1,0,0,0
ptetr,7,0,0,0,0,0,3,4
ptetre,47,20,2,11,3,8,23,20
pti,30,48,0,7,3,9,50,9
ptiin,1,0,0,0,1,0,0,0
ptin,5,13,5,1,4,0,5,3
ptio,0,1,0,0,0,0,1,0
ptios,0,1,0,0,0,0,0,1
ptis,2,0,0,1,0,1,0,0
ptit,144,21,16,34,28,22,31,34
ptite,53,73,7,15,21,5,73,5
ptites,10,1,0,2,2,1,2,4
ptits,10,1,0,5,3,0,0,3
ptn,1,0,1,0,0,0,0,0
pts,5,1,4,0,0,0,1,1
ptt,3,0,1,0,0,0,0,2
pttit,1,0,0,0,1,0,0,0
pttr,36,0,36,0,0,0,0,0
ptètr,2,0,0,0,0,1,1,0
pu,232,177,39,79,38,48,150,55
puait,0,1,1,0,0,0,0,0
pub,34,4,8,5,1,13,6,5
pubiens,1,0,0,0,0,0,0,1
pubié,1,0,0,0,0,0,0,1
publi,2,0,0,0,0,1,0,1
public,15,6,3,3,1,8,3,3
publication,3,1,1,0,0,0,1,2
publicité,2,0,0,1,0,0,0,1
publie,2,2,0,2,0,2,0,0
publier,0,2,1,0,0,1,0,0
publique,0,1,0,0,0,0,0,1
publiquement,1,0,0,0,0,1,0,0
publiques,1,0,0,0,0,0,1,0
publié,3,1,0,0,0,1,0,3
publiée,1,0,0,0,0,0,0,1
pubs,1,1,0,2,0,0,0,0
puce,53,2,17,1,3,5,3,26
puceau,2,2,1,0,1,1,1,0
puceaux,1,0,0,0,0,1,0,0
pucelle,2,1,0,0,1,1,1,0
puces,5,0,3,0,0,0,0,2
pucette,1,0,0,0,0,1,0,0
pudique,1,0,0,0,0,0,0,1
pue,7,6,8,4,0,1,0,0
pueblito,1,0,0,0,0,1,0,0
puedo,1,0,0,0,0,1,0,0
puent,2,0,0,0,0,0,2,0
puer,1,0,0,0,0,1,0,0
puericulture,1,0,0,0,0,0,1,0
puerto,1,0,0,0,0,1,0,0
pues,1,0,0,1,0,0,0,0
pufff,0,2,0,0,0,0,0,2
puggy,1,0,0,1,0,0,0,0
pui,10,1,3,1,1,0,2,4
puiiir,1,0,0,0,1,0,0,0
puilacher,1,1,0,0,0,1,0,1
puis,569,100,66,91,73,211,141,87
puises,0,1,0,1,0,0,0,0
puisk,3,0,1,0,1,0,1,0
puiske,1,0,0,0,0,1,0,0
puiskelle,1,0,0,0,1,0,0,0
puiskon,1,0,0,0,0,0,1,0
puisq,1,0,1,0,0,0,0,0
puisqu,12,8,7,3,3,4,2,1
puisque,54,20,15,14,8,15,16,6
puisquelle,1,0,1,0,0,0,0,0
puisquil,1,1,1,0,0,0,1,0
puissance,12,4,3,5,0,2,4,2
puissances,1,0,0,1,0,0,0,0
puissant,15,1,1,13,0,0,2,0
puissante,2,1,0,3,0,0,0,0
puissantes,0,1,1,0,0,0,0,0
puissants,1,2,2,0,0,1,0,0
puisse,57,20,14,13,6,19,9,16
puisses,5,0,1,0,0,1,0,3
puissiez,1,0,0,0,0,0,0,1
pul,1,0,0,0,0,0,1,0
pull,40,9,16,8,3,13,1,8
pullllls,1,0,0,0,1,0,0,0
pulls,6,0,1,0,1,2,1,1
pulp,1,1,1,1,0,0,0,0
pulpeuse,1,0,0,0,0,0,1,0
pulser,0,1,0,0,0,0,0,1
pulsion,0,3,0,1,0,0,2,0
pulsions,1,1,0,1,0,0,1,0
pulsée,2,0,0,0,0,2,0,0
puma,1,0,1,0,0,0,0,0
pumpet,1,0,0,1,0,0,0,0
punaise,22,5,3,9,0,3,7,5
punaiz,1,0,0,0,1,0,0,0
punching,1,0,0,0,0,0,0,1
puni,10,2,6,1,0,0,1,4
punir,2,0,0,0,0,2,0,0
punishment,1,0,0,0,0,0,0,1
punissions,0,1,1,0,0,0,0,0
punit,1,0,0,0,1,0,0,0
punition,2,2,0,0,0,0,0,4
punk,0,1,1,0,0,0,0,0
punshing,1,0,0,0,0,1,0,0
puo,1,0,0,0,0,0,0,1
puoi,1,0,0,0,0,0,0,1
puos,0,1,1,0,0,0,0,0
pupi,1,0,0,0,1,0,0,0
pupici,1,0,0,0,1,0,0,0
pupilles,0,1,0,1,0,0,0,0
pupitre,1,0,0,1,0,0,0,0
puppets,0,1,1,0,0,0,0,0
pupuce,0,1,1,0,0,0,0,0
pupute,1,0,0,0,0,0,0,1
pur,8,1,0,2,0,3,0,4
pura,1,0,0,0,1,0,0,0
pure,6,3,2,1,1,2,1,2
puree,3,0,0,0,2,0,1,0
pureee,1,0,0,1,0,0,0,0
pureeeeeee,1,0,0,1,0,0,0,0
purement,2,2,2,0,0,1,1,0
pures,1,0,0,0,0,0,0,1
purgè,1,0,1,0,0,0,0,0
purifiante,0,1,1,0,0,0,0,0
purpan,1,1,1,0,0,0,1,0
purple,3,0,0,0,0,3,0,0
purquoi,1,0,0,0,0,1,0,0
purre,48,0,0,48,0,0,0,0
pursuit,1,0,0,0,0,0,0,1
purè,2,0,2,0,0,0,0,0
puré,2,0,1,0,0,0,0,1
purée,12,6,0,3,0,1,5,9
pus,5,2,3,1,0,1,1,1
pushin,2,0,0,0,0,2,0,0
pusi,1,0,1,0,0,0,0,0
puss,1,0,0,0,0,1,0,0
pussies,1,0,0,0,0,0,0,1
put,38,0,0,1,1,23,2,11
put1,1,0,0,0,1,0,0,0
putaaaaaaain,1,0,1,0,0,0,0,0
putaaaaaain,1,0,0,0,0,0,1,0
putaaaain,1,0,1,0,0,0,0,0
putaaain,2,0,0,0,0,2,0,0
putaain,1,0,0,0,0,0,1,0
putai9,1,0,0,0,0,1,0,0
putaiiiin,1,0,0,0,0,1,0,0
putaiiin,2,0,0,0,0,1,1,0
putaiin,2,0,0,2,0,0,0,0
putaiinn,0,1,1,0,0,0,0,0
putain,331,88,53,97,23,111,79,56
putainn,0,1,1,0,0,0,0,0
putainnnn,1,0,1,0,0,0,0,0
putains,4,0,0,1,0,1,0,2
putan,0,2,0,0,0,0,0,2
putasse,1,0,0,0,0,1,0,0
pute,18,8,6,4,5,3,5,3
putea,2,0,0,0,2,0,0,0
puteca,1,0,1,0,0,0,0,0
puteee,0,1,1,0,0,0,0,0
putes,3,3,1,1,1,0,1,2
putian,1,0,0,1,0,0,0,0
putiin,1,0,0,1,0,0,0,0
putin,32,25,24,0,6,1,21,5
puuu,1,0,0,0,1,0,0,0
puuutain,1,0,0,0,0,0,1,0
puy,1,0,0,0,0,0,0,1
puzzle,2,0,0,1,0,1,0,0
puéril,1,0,0,0,0,1,0,0
puérils,1,0,0,0,0,1,0,0
puì,1,0,0,0,0,0,0,1
pv,0,2,1,1,0,0,0,0
pvoir,1,0,0,0,0,0,1,0
pvr,2,1,0,0,2,1,0,0
pvre,1,0,0,0,1,0,0,0
pwa,4,0,4,0,0,0,0,0
pwincess,0,1,0,0,0,0,0,1
pwoua,1,0,0,0,0,0,1,0
pwpt,1,0,0,1,0,0,0,0
px,8,2,0,3,1,0,1,5
pxtain,4,0,4,0,0,0,0,0
pxtin,10,0,10,0,0,0,0,0
py,0,1,0,0,0,0,0,1
pyg,1,0,1,0,0,0,0,0
pyis,1,0,0,0,1,0,0,0
pyj,4,0,1,0,0,1,1,1
pyjama,16,0,4,4,0,5,3,0
pyjjjj,1,0,0,0,1,0,0,0
pylade,1,0,0,1,0,0,0,0
pyramide,6,1,0,0,1,0,5,1
pyrennee,1,0,0,1,0,0,0,0
pyrotechnie,1,0,0,0,0,1,0,0
pyrrolidinopyridine,0,1,0,0,1,0,0,0
pyrénnées,1,0,0,0,0,0,0,1
pyrénées,4,0,0,0,0,2,1,1
pytagore,1,0,0,1,0,0,0,0
pzlaprat,1,0,0,0,0,0,1,0
pzs,1,0,0,0,0,1,0,0
pzugeot,1,0,0,1,0,0,0,0
pzur,1,0,0,1,0,0,0,0
pzuse,1,0,0,0,0,0,0,1
pzux,1,0,0,0,0,0,0,1
pà,1,0,0,0,0,0,0,1
pâte,4,6,0,1,1,1,4,3
pâtes,6,0,0,0,2,0,1,3
pâtisserie,1,0,0,0,0,0,0,1
pâté,0,3,0,0,0,0,3,0
pèce,0,1,0,1,0,0,0,0
pèche,1,0,0,0,0,0,0,1
pègue,1,0,0,0,0,1,0,0
pèle,1,0,0,0,1,0,0,0
pèlerin,0,1,0,0,0,0,0,1
pèque,1,0,0,0,0,0,1,0
père,175,61,39,30,7,75,48,37
pères,1,0,0,1,0,0,0,0
pèse,1,3,0,1,0,0,1,2
pèsent,1,1,0,0,0,0,1,1
pètantes,0,1,0,1,0,0,0,0
pète,6,3,4,0,0,1,1,3
pèté,2,0,2,0,0,0,0,0
péage,1,0,0,0,0,0,1,0
péche,1,0,0,0,0,1,0,0
pécheure,1,0,0,1,0,0,0,0
pécho,2,1,1,0,0,2,0,0
péchooooo,1,0,0,0,0,1,0,0
péchés,1,0,0,0,0,0,1,0
pécule,0,1,0,0,0,0,0,1
péd,1,0,0,0,0,0,0,1
péda,2,0,0,0,2,0,0,0
pédagogie,1,0,0,0,0,1,0,0
pédagogique,6,0,0,0,0,3,1,2
pédagogiques,1,0,0,0,0,1,0,0
pédagogue,1,0,0,1,0,0,0,0
pédale,1,1,0,0,0,0,1,1
pédaler,2,0,0,1,0,0,1,0
pédant,1,0,0,0,0,1,0,0
pédiatre,0,3,0,0,0,0,0,3
pédophile,2,0,1,0,1,0,0,0
pédé,1,1,0,1,0,0,0,1
péjoratif,2,0,0,0,0,2,0,0
péna,1,0,0,0,0,0,0,1
pénal,1,0,0,0,1,0,0,0
pénaliser,2,0,0,0,0,1,0,1
pénalisés,1,0,0,0,0,1,0,0
pénalité,2,0,0,0,0,1,0,1
pénalty,0,1,1,0,0,0,0,0
pénaux,0,1,1,0,0,0,0,0
pénible,5,0,0,1,0,0,2,2
pénibles,2,0,0,0,0,0,2,0
péniche,0,1,0,0,0,0,0,1
pénombre,1,0,0,0,0,0,1,0
pénurie,0,1,0,0,0,0,1,0
pénétrant,0,1,0,1,0,0,0,0
péon,0,1,0,0,1,0,0,0
pépere,1,0,0,0,0,0,0,1
pépère,0,1,0,0,1,0,0,0
pépé,4,0,0,0,0,4,0,0
péqufier,1,0,0,0,0,1,0,0
pér,1,0,0,0,0,0,1,0
périeuse,1,0,1,0,0,0,0,0
périme,1,0,0,0,0,0,1,0
périmer,1,0,0,1,0,0,0,0
périmètre,1,0,1,0,0,0,0,0
période,25,5,8,1,3,10,2,6
périodes,4,2,1,0,0,1,2,2
périodiques,1,0,0,0,0,1,0,0
périple,2,1,0,0,0,2,0,1
péripétie,0,1,0,0,1,0,0,0
péripéties,1,0,0,0,0,0,0,1
péruvienne,1,0,0,0,0,0,1,0
pése,1,0,0,0,0,0,0,1
pétage,1,0,0,0,1,0,0,0
pétais,2,0,0,0,0,2,0,0
pétanke,0,1,0,0,0,0,0,1
pétantes,0,1,0,0,0,0,0,1
pétar,18,0,0,0,0,0,18,0
pétasse,1,1,1,1,0,0,0,0
péte,3,0,0,1,0,1,0,1
pétent,1,0,0,1,0,0,0,0
péter,22,11,7,7,4,12,2,1
péterais,2,0,0,0,0,2,0,0
péteux,1,0,1,0,0,0,0,0
péti,1,0,0,0,0,1,0,0
pétillant,1,0,1,0,0,0,0,0
pétillante,0,1,0,0,0,0,0,1
pétition,1,0,0,0,0,1,0,0
pétrir,1,0,0,0,0,0,0,1
pétunia,1,0,0,0,1,0,0,0
pétunias,1,0,0,0,1,0,0,0
pétè,1,0,1,0,0,0,0,0
pété,3,2,1,0,1,1,1,1
pétéee,0,1,1,0,0,0,0,0
pézenas,1,0,0,0,1,0,0,0
pêche,2,0,0,0,0,1,0,1
pêcher,0,1,0,0,0,0,0,1
pêcherie,0,4,0,0,0,0,4,0
pêcheurs,1,0,0,0,0,0,0,1
pô,2,0,1,0,0,0,1,0
pôle,2,7,0,0,0,2,3,4
pôpa,1,0,1,0,0,0,0,0
pût,3,0,0,0,0,1,0,2
qa,1,1,1,0,0,0,0,1
qalif,7,0,0,7,0,0,0,0
qalifikation,1,0,1,0,0,0,0,0
qan,1,1,2,0,0,0,0,0
qand,1,0,0,0,0,1,0,0
qawwali,0,1,0,0,0,0,0,1
qcm,11,1,0,7,5,0,0,0
qd,278,33,3,64,27,86,23,108
qdb,0,1,1,0,0,0,0,0
qdn,0,1,1,0,0,0,0,0
qe,5,4,4,0,1,0,3,1
qel,2,1,1,0,0,0,2,0
qell,1,0,0,0,0,0,1,0
qelle,1,0,0,0,0,0,1,0
qelque,0,1,1,0,0,0,0,0
qes,0,1,1,0,0,0,0,0
qetrecissai,1,0,1,0,0,0,0,0
qf,1,0,0,0,0,0,1,0
qfd,1,0,0,0,0,0,1,0
qg,0,1,0,0,0,0,0,1
qgis,2,0,0,0,0,2,0,0
qi,0,3,1,0,0,0,1,1
qiand,1,0,0,0,0,1,0,0
qie,2,0,0,0,0,0,2,0
qil,1,0,0,1,0,0,0,0
qioi,0,1,0,0,0,0,1,0
qion,2,0,2,0,0,0,0,0
qiue,0,1,1,0,0,0,0,0
ql,1,3,0,3,0,0,1,0
qla,0,1,1,0,0,0,0,0
qlio,0,1,0,1,0,0,0,0
qller,1,0,0,1,0,0,0,0
qlq,21,1,12,1,0,1,8,0
qlqs,7,0,7,0,0,0,0,0
qlqu,0,2,0,0,2,0,0,0
qlque,1,0,0,0,0,0,0,1
qlqun,5,0,0,0,0,0,5,0
qmon,1,0,1,0,0,0,0,0
qnd,3,0,0,0,3,0,0,0
qoa,0,1,1,0,0,0,0,0
qoi,0,2,2,0,0,0,0,0
qoid,1,0,1,0,0,0,0,0
qon,0,1,1,0,0,0,0,0
qpe,1,0,0,1,0,0,0,0
qq,31,4,4,7,5,8,0,11
qq1,1,1,0,1,1,0,0,0
qqc,5,1,1,0,0,0,0,5
qqch,77,9,33,9,5,14,12,13
qqchoose,1,0,0,1,0,0,0,0
qqchose,5,2,0,1,6,0,0,0
qqchoseeee,1,0,0,0,1,0,0,0
qqchoses,1,0,0,0,0,0,0,1
qqe,1,0,0,0,0,0,1,0
qqes,18,0,0,0,0,2,15,1
qql,5,1,1,5,0,0,0,0
qqlchose,0,2,0,2,0,0,0,0
qqle,1,0,0,1,0,0,0,0
qqles,2,0,0,2,0,0,0,0
qqln,0,1,1,0,0,0,0,0
qqlq,0,1,0,0,1,0,0,0
qqlqu,0,1,0,1,0,0,0,0
qqlque,0,2,0,2,0,0,0,0
qqlques,1,2,0,3,0,0,0,0
qqn,36,15,23,3,2,9,11,3
qqpart,2,0,0,0,0,2,0,0
qqs,6,0,0,0,0,0,4,2
qqsoit,0,1,0,0,0,0,0,1
qqu,1,0,0,1,0,0,0,0
qque,3,0,1,1,0,1,0,0
qquechose,1,0,0,0,0,0,0,1
qques,10,1,1,0,9,0,0,1
qqui,2,0,0,0,0,2,0,0
qqun,9,4,1,3,5,0,2,2
qquns,1,0,0,0,1,0,0,0
qquoikil,0,1,0,0,0,0,0,1
qroc,0,3,3,0,0,0,0,0
qs,1,0,0,0,0,1,0,0
qsque,1,0,1,0,0,0,0,0
qst,0,2,2,0,0,0,0,0
qtu,3,0,2,0,0,1,0,0
qu1,1,0,0,0,1,0,0,0
qu1on,1,0,0,0,0,0,0,1
qua,8,8,5,3,3,0,2,3
quaaaand,1,0,0,0,1,0,0,0
quaaand,1,0,0,0,1,0,0,0
quaand,2,0,0,1,0,1,0,0
quabd,1,0,0,1,0,0,0,0
quad,0,2,1,0,1,0,0,0
quadruple,1,1,1,0,0,1,0,0
quae,1,0,0,0,0,0,1,0
quai,8,6,1,1,1,5,3,3
quais,5,2,0,0,0,3,3,1
qual,0,1,1,0,0,0,0,0
qualif,1,1,1,1,0,0,0,0
qualiff,1,0,0,1,0,0,0,0
qualifi,0,1,1,0,0,0,0,0
qualifications,1,0,0,0,1,0,0,0
qualifie,2,0,0,0,0,2,0,0
qualifient,0,1,1,0,0,0,0,0
qualifiés,0,1,0,0,0,0,0,1
qualifs,2,0,0,1,0,0,0,1
qualitative,2,0,0,1,0,1,0,0
qualite,2,0,0,2,0,0,0,0
qualiter,1,1,1,0,0,1,0,0
qualites,1,0,0,1,0,0,0,0
qualité,7,6,1,2,1,4,2,3
qualitées,0,1,0,1,0,0,0,0
qualités,4,3,1,1,1,0,2,2
quame,1,0,0,0,0,0,0,1
quan,14,3,10,0,0,5,0,2
quand,2539,788,601,592,275,781,669,409
quando,3,0,0,0,0,0,0,3
quandvelle,0,1,0,0,0,0,1,0
quane,1,0,0,0,0,0,1,0
quans,1,0,1,0,0,0,0,0
quant,5,0,0,0,0,3,0,2
quantitative,2,0,0,1,0,1,0,0
quantité,5,2,0,2,1,1,0,3
quantités,0,1,0,0,0,0,0,1
quanto,3,0,0,0,0,0,0,3
quantum,1,0,0,0,0,1,0,0
quar,1,1,1,0,0,0,0,1
quarantaine,3,0,0,0,0,1,2,0
quarante,6,0,1,0,0,0,5,0
quard,1,0,0,0,0,0,0,1
quart,30,8,4,3,3,10,10,8
quartier,14,6,4,1,1,6,1,7
quartiers,1,0,0,0,0,0,1,0
quarts,0,3,0,1,2,0,0,0
quasi,39,6,2,7,1,26,9,0
quasiment,17,7,0,5,1,4,12,2
quatorze,4,0,0,0,0,0,4,0
quatre,13,10,3,0,1,3,12,4
quau,1,0,0,1,0,0,0,0
quaujourdhui,1,1,0,1,0,0,1,0
quaux,1,0,0,1,0,0,0,0
quavais,0,1,1,0,0,0,0,0
quavant,1,2,0,0,1,0,2,0
quavec,1,0,0,0,0,0,1,0
quc,1,0,0,0,0,1,0,0
quebec,2,0,0,0,0,0,2,0
quebecois,0,2,2,0,0,0,0,0
queboooon,1,0,0,0,0,1,0,0
quece,1,0,0,1,0,0,0,0
qued,1,0,1,0,0,0,0,0
quedal,11,0,2,0,0,9,0,0
quedale,2,0,0,2,0,0,0,0
quedamos,1,0,0,0,0,1,0,0
queelle,0,1,1,0,0,0,0,0
queen,2,1,0,0,0,2,0,1
queer,1,0,0,0,0,0,1,0
queje,1,0,0,0,0,1,0,0
quek,0,1,1,0,0,0,0,0
quel,401,121,103,107,54,67,127,64
quelconque,3,4,4,0,0,0,2,1
quele,2,0,0,0,1,0,0,1
queleuleu,1,0,0,0,1,0,0,0
quell,5,2,4,1,0,0,2,0
quelle,679,258,157,211,61,163,184,161
quelles,20,9,2,2,0,1,15,9
quello,1,0,0,0,0,0,0,1
quelq,1,0,0,0,0,0,0,1
quelqu,149,46,25,31,13,47,28,51
quelquchose,1,0,0,0,0,0,0,1
quelque,143,72,26,31,37,25,44,52
quelquechose,4,0,0,0,0,0,2,2
quelquefois,0,2,2,0,0,0,0,0
quelquepart,1,0,0,0,0,0,1,0
quelques,132,36,12,26,11,35,39,45
quelqun,3,3,2,2,0,0,1,1
quelquonque,0,1,0,1,0,0,0,0
quelquun,4,0,0,3,0,0,1,0
quelqy,1,0,0,0,0,1,0,0
quels,33,7,4,4,2,5,19,6
quen,3,3,2,2,2,0,0,0
queneau,1,0,0,0,1,0,0,0
quente,0,1,0,0,1,0,0,0
quentin,1,0,0,1,0,0,0,0
quequette,0,1,0,1,0,0,0,0
querelle,0,1,0,0,0,0,0,1
queria,0,1,1,0,0,0,0,0
querido,1,0,1,0,0,0,0,0
ques,0,6,5,1,0,0,0,0
quesce,1,0,0,1,0,0,0,0
quesions,1,0,1,0,0,0,0,0
queskia,1,0,0,0,0,0,0,1
queskil,2,0,0,2,0,0,0,0
quesqu,0,2,2,0,0,0,0,0
quesque,4,4,5,3,0,0,0,0
quesqui,0,2,1,0,0,0,0,1
quest,6,32,11,3,0,0,23,1
questa,4,1,1,0,0,0,0,4
questcetu,0,1,1,0,0,0,0,0
queste,3,0,0,0,0,0,0,3
question,246,95,92,75,29,52,55,38
question2,1,0,0,1,0,0,0,0
questionnaire,10,1,0,0,1,8,2,0
questionnaires,2,1,0,0,1,1,0,1
questionnement,1,0,0,0,1,0,0,0
questionnements,1,0,0,0,0,0,0,1
questions,87,32,20,34,16,13,14,22
questo,1,0,0,0,0,0,0,1
questu,1,0,1,0,0,0,0,0
quete,2,0,0,1,0,0,1,0
queten,1,0,0,0,0,0,1,0
quetion,1,0,0,0,0,0,1,0
quetu,1,0,0,0,0,0,1,0
queue,28,18,6,5,4,13,12,6
queuee,1,0,0,0,0,1,0,0
queutard,0,1,0,1,0,0,0,0
queuté,1,0,1,0,0,0,0,0
quhaujourd,1,0,1,0,0,0,0,0
quhelle,1,0,1,0,0,0,0,0
quia,0,1,1,0,0,0,0,0
quich,0,1,0,0,0,1,0,0
quichais,1,0,1,0,0,0,0,0
quiche,7,2,2,1,3,0,0,3
quiches,2,0,0,1,0,0,0,1
quick,21,8,0,0,1,9,14,5
quickly,1,0,0,0,0,0,0,1
quiconque,1,2,0,0,0,2,0,1
quie,2,0,0,1,0,1,0,0
quieeero,1,0,0,0,1,0,0,0
quiere,1,0,0,0,0,1,0,0
quieres,1,2,2,0,1,0,0,0
quiero,3,1,2,0,1,0,0,1
quiesse,1,0,0,0,0,0,0,1
quiest,1,0,0,1,0,0,0,0
quii,3,0,1,2,0,0,0,0
quiiii,1,0,0,0,0,0,1,0
quiiin,1,0,0,0,1,0,0,0
quiite,1,0,0,0,0,0,0,1
quik,1,1,0,0,0,0,1,1
quil,60,23,25,18,5,3,26,6
quils,7,0,1,3,0,0,3,0
quinconces,3,0,3,0,0,0,0,0
quindi,2,0,0,0,0,0,0,2
quinquonce,2,0,0,0,0,2,0,0
quintes,1,0,0,0,0,0,1,0
quinzaine,2,0,0,0,0,0,2,0
quinze,20,1,0,3,1,14,3,0
quioi,2,0,1,0,0,1,0,0
quiproquo,1,0,0,0,0,0,0,1
quissac,2,0,0,0,1,1,0,0
quit,0,2,2,0,0,0,0,0
quittait,1,0,0,1,0,0,0,0
quittant,1,1,0,0,0,0,2,0
quitte,24,14,13,5,6,4,6,4
quitter,17,7,5,7,2,1,3,6
quitteras,1,0,0,0,0,0,0,1
quittes,4,1,0,2,0,0,2,1
quitté,5,2,2,3,0,0,1,1
quité,0,1,1,0,0,0,0,0
quiz,1,0,0,0,0,0,1,0
quizz,2,0,0,0,0,0,2,0
quiétude,1,0,0,0,0,0,0,1
qujallais,1,0,0,0,0,1,0,0
qujapsse,1,0,0,1,0,0,0,0
qul,1,0,0,0,0,0,1,0
qulque,0,1,0,1,0,0,0,0
qun,1,1,0,0,0,0,1,1
qunad,0,1,1,0,0,0,0,0
qund,1,0,0,0,0,1,0,0
qune,4,1,0,0,2,0,3,0
quo,2,2,1,1,0,0,1,1
quoe,1,0,0,1,0,0,0,0
quoi,2993,796,696,837,311,916,608,421
quoiais,1,0,0,1,0,0,0,0
quoibde,1,0,0,1,0,0,0,0
quoid,2,0,2,0,0,0,0,0
quoii,1,1,1,0,0,0,1,0
quoiii,1,0,0,0,0,1,0,0
quoiiii,7,0,0,1,0,1,5,0
quoiiiii,2,0,0,1,0,0,1,0
quoiiiiiii,2,0,0,0,0,0,2,0
quoiiiiiiii,1,0,0,0,0,0,1,0
quoiqu,4,2,0,0,0,1,1,4
quoique,18,0,2,2,0,0,10,4
quoiλ,1,0,0,0,0,0,1,0
quon,43,33,13,24,21,2,11,5
quoo,1,0,0,0,0,0,1,0
quooi,2,0,0,1,0,1,0,0
quooooi,2,0,0,0,2,0,0,0
quooooiii,1,0,0,0,0,1,0,0
quoooooooooiiiiiiiiiii,1,0,0,1,0,0,0,0
quota,3,0,0,2,0,0,0,1
quotas,1,0,0,0,0,1,0,0
quotidien,6,1,1,1,1,1,2,1
quotidienne,1,2,0,1,2,0,0,0
quoui,1,0,0,1,0,0,0,0
quoué,1,0,0,0,0,1,0,0
qupi,0,1,1,0,0,0,0,0
qur,0,1,1,0,0,0,0,0
qut,1,0,0,0,0,1,0,0
qutfacons,1,0,0,0,0,1,0,0
quues,1,0,1,0,0,0,0,0
quui,1,0,1,0,0,0,0,0
quune,1,0,0,0,1,0,0,0
quuon,1,0,0,0,0,0,1,0
quy,1,0,0,1,0,0,0,0
quyavait,1,0,0,0,1,0,0,0
quz,1,1,1,0,0,0,0,1
quzelle,1,0,0,0,0,1,0,0
quà,2,0,2,0,0,0,0,0
qué,4,1,4,0,0,1,0,0
québec,5,1,0,1,0,0,5,0
québécois,0,1,0,1,0,0,0,0
québécoise,0,1,0,1,0,0,0,0
québécoises,0,1,0,1,0,0,0,0
qw,0,1,1,0,0,0,0,0
qwa,1,0,1,0,0,0,0,0
qye,1,1,1,0,0,0,0,1
qyoi,1,0,0,0,0,0,0,1
qù,1,0,1,0,0,0,0,0
r1,6,0,5,1,0,0,0,0
r2,1,0,0,0,1,0,0,0
r386,1,0,0,0,0,0,0,1
ra,4,2,2,1,1,1,0,1
raaaaaaaaah,1,0,0,1,0,0,0,0
raaah,3,0,0,0,1,1,0,1
raah,3,1,0,1,0,2,0,1
raahahh,1,0,0,1,0,0,0,0
rab,1,2,1,0,0,0,2,0
rabaissants,1,0,0,1,0,0,0,0
rabaisse,2,0,1,0,1,0,0,0
rabat,2,0,0,1,0,1,0,0
rabattent,1,0,0,0,0,1,0,0
