,Femme,Homme,Age1
roooooom,1,0,0
roosevelt,1,1,0
ropa,1,0,0
roquefort,2,0,0
roquette,0,3,0
rosa,1,0,0
rosalie,1,0,0
rosau,1,0,1
rose,29,12,12
rosedessables,1,0,0
roses,2,0,0
rosette,2,0,0
rosny,0,10,10
ross,1,0,0
rossignols,1,0,0
rosé,21,3,0
rotatif,1,0,0
roti,4,0,0
rotule,1,0,0
rotules,1,0,0
rotuliaine,1,0,0
roucisme,1,0,0
roue,14,1,3
roues,5,3,3
rouge,106,30,21
rougegoutte,0,2,0
rougemont,0,1,0
rouges,13,1,0
rougir,3,0,1
rougis,1,0,0
rougit,1,0,1
rouille,1,0,0
rouiller,0,1,0
rouillé,1,0,0
roukmoutinette,1,0,0
roulade,0,1,0
roulai,1,0,0
roulais,1,0,0
roulait,0,2,1
roulant,1,2,1
roulants,0,1,0
roule,63,22,12
rouleau,2,0,1
rouleaux,3,1,0
roulement,2,1,1
roulent,1,0,0
rouler,7,4,2
roules,2,0,0
roulette,0,1,0
roulettes,1,0,0
roulons,0,1,0
roulé,0,2,0
roulée,0,1,0
roulés,1,0,0
roumain,4,0,0
round,1,0,0
rouquine,1,0,0
rouspète,1,0,0
rousse,2,1,0
rousseau,3,4,2
rousseur,0,1,0
roussillon,0,1,1
roussonais,2,0,0
route,125,43,15
routes,3,0,0
routiere,1,0,0
routine,11,3,5
routière,1,2,0
rouux,1,0,0
rouve,1,0,1
roux,11,0,3
rouçèl,1,0,0
row,1,0,0
royaaaal,1,0,0
royal,9,4,0
royale,1,0,0
royalement,1,0,0
royaume,4,0,0
roye,10,0,0
royens,1,0,0
rp,2,2,3
rpend,1,0,0
rpg,1,0,0
rpoz,0,1,0
rprndre,1,0,0
rptout,1,0,0
rrembourserai,1,0,0
rroohh,1,0,0
rrooo,23,0,0
rroooo,16,0,0
rrooooo,1,0,0
rrou,1,0,0
rrouuu,1,0,0
rrroooh,1,0,0
rrrr,2,0,0
rrster,1,0,0
rsa,5,0,1
rspere,1,0,0
rst,2,0,2
rt,1,0,0
rtar,1,0,0
rte,1,0,0
rtestent,1,0,0
rtl,1,0,0
rtl2,1,0,0
rtop,2,0,0
rtour,1,0,0
rtp,1,0,1
rtrop,1,0,0
rtt,2,0,0
rtuc,6,0,0
ru,23,6,1
ruban,1,0,0
rubber,0,1,0
rubio,0,1,0
rubis,2,0,0
rubrique,4,0,0
rude,2,1,0
rudement,1,0,0
rudiments,0,1,0
rue,84,27,21
rue89,1,0,0
rueil,2,0,0
ruelle,1,1,1
ruelles,1,0,0
rues,5,0,0
rugardant,1,0,0
rugby,44,12,15
rugbyman,4,1,2
rugbymen,1,0,0
ruiner,1,1,0
ruiné,2,0,0
ruinée,3,0,0
ruisselle,1,0,0
rules,2,0,0
rum,3,0,0
rumato,5,0,5
rumeur,2,3,1
ruminer,0,1,0
run,3,0,0
runaways,7,0,0
running,1,0,0
rupture,5,0,0
rural,1,0,0
rush,7,0,0
ruso,1,0,1
russe,5,3,5
russes,0,2,1
russia,1,0,1
russie,1,1,1
rustre,2,0,0
rv,6,1,0
ryan,3,0,0
ryanair,2,0,0
rythme,23,5,3
rythmique,0,1,0
rzfasse,1,0,0
rzparle,1,0,0
rzponse,1,0,0
rzserves,1,0,0
rzveillzra,1,0,0
ràler,2,0,0
ràter,2,0,0
ràté,2,0,0
râle,1,0,0
râlent,1,0,1
râler,2,0,0
râles,1,0,0
râlé,2,0,0
râteau,1,0,0
rècrè,3,0,3
rècupère,1,0,0
rècupèrè,1,0,0
règle,17,1,2
règlement,1,1,0
règles,16,5,6
règne,1,0,0
rèpondre,0,1,0
rèponse,0,1,0
rèpètitif,1,0,0
rèservè,0,1,0
rèservé,1,0,0
rèso,2,0,0
rèsultat,1,0,0
rèuniö,0,1,0
rèver,1,0,0
rèves,2,1,1
ré,5,0,0
réaction,11,4,2
réactions,3,2,1
réactive,1,0,0
réactiver,1,0,0
réagi,9,1,0
réagir,3,1,1
réagirai,0,1,0
réagis,2,0,0
réagit,6,0,0
réal,1,1,0
réalisable,2,1,0
réalisateur,0,2,0
réalisateurs,2,0,0
réalisatrice,1,0,0
réalise,3,2,1
réalisent,1,0,0
réaliser,5,1,0
réalisera,1,0,1
réalises,4,1,0
réaliste,5,2,1
réalisé,3,1,1
réalisés,0,1,1
réalité,4,2,2
réanimation,1,0,0
réapparues,1,0,0
réapprenne,1,0,0
récap,1,0,0
récapitulatif,4,0,1
récapitulation,1,0,0
récapitule,1,0,0
récapituler,1,0,0
récemment,5,2,1
récent,2,0,0
récente,2,1,1
réception,5,2,1
réceptionne,1,1,0
réchauffe,2,2,0
réchauffer,3,0,1
récidive,0,1,0
récipient,1,0,0
réciproque,6,3,1
réciproquement,1,1,1
récite,0,1,0
réclamait,1,0,0
réclamation,0,1,0
réclame,3,1,0
réclamer,0,3,0
réclamé,0,1,1
récoltes,1,0,0
récompense,1,0,0
récompensé,1,0,0
réconcilie,2,0,1
réconcilier,1,0,0
réconfort,2,1,0
réconfortant,0,1,0
réconforter,3,0,0
réconforterais,1,0,0
réconfortes,1,0,0
réconforté,1,0,0
réconsilier,0,1,1
récrè,1,0,1
récré,8,1,5
récup,17,1,0
récupe,0,1,0
récuperais,1,0,0
récuperer,2,0,0
récupère,34,2,5
récupèrer,1,0,0
récupèrerai,2,0,0
récupèreras,0,1,0
récupères,3,1,0
récupèré,1,0,0
récupér,1,0,0
récupérable,1,0,0
récupérait,0,1,0
récupérateur,2,0,0
récupération,2,0,0
récupére,1,1,0
récupérer,65,23,6
récupérera,1,0,0
récupérerai,3,0,0
récupérerais,2,0,0
récupéreras,1,0,0
récupéré,25,11,6
récupérée,1,1,0
récurrente,1,0,0
rédac,0,1,1
rédacteur,0,1,1
rédaction,4,1,1
rédactionnel,0,1,0
rédige,0,1,1
rédiger,5,1,0
rédigé,2,1,0
rédigés,1,0,0
réduc,6,0,0
réducs,2,0,0
réductible,0,1,1
réduction,5,2,0
réductions,2,0,0
réduire,2,0,0
réduit,3,2,2
réduite,2,0,1
réecrire,1,0,1
réel,7,1,2
réellement,4,4,1
réelles,1,0,0
réengagée,1,0,0
réenvoi,1,0,1
rées,1,0,0
réessaie,1,0,1
réessayer,1,1,0
réessayerais,2,0,0
réflechir,4,0,0
réflechis,1,0,0
réflexe,2,0,1
réflexion,16,8,11
réflexione,1,0,1
réflexions,3,0,0
réflexologie,1,0,0
réfléchi,17,5,2
réfléchie,3,0,0
réfléchiiiis,1,0,0
réfléchir,27,10,11
réfléchirai,3,1,1
réfléchis,24,4,13
réfléchissait,1,0,0
réfléchisse,2,0,2
réfléchissent,1,0,0
réfléchissez,1,0,0
réfléchit,7,4,3
réforme,0,1,0
réfugier,2,0,0
réfugiée,1,0,0
réfère,1,1,0
référait,1,0,0
référence,8,3,2
références,2,0,0
régalade,4,0,0
régale,3,1,0
régaler,3,1,0
régaloche,1,0,0
régalé,5,0,0
régalée,3,0,0
régie,0,1,0
régime,9,1,2
région,20,6,4
régionale,2,0,0
régions,1,0,0
régle,1,0,0
régler,11,5,4
réglera,1,0,0
régles,1,0,0
réglisses,1,0,0
réglo,0,2,0
réglé,17,5,6
régresser,0,1,0
régrésser,1,0,0
régulait,1,0,0
régularisation,0,1,0
régularité,0,1,0
réguler,2,0,0
régulier,1,0,1
réguliers,1,0,0
régulièrement,6,1,0
réhabituer,1,0,0
réhitère,1,0,0
réincarnations,1,0,0
réinitialisé,1,0,0
réinscrit,0,1,0
réinstallation,1,0,0
réinsérée,1,0,0
réjouir,2,1,2
réjouira,0,1,0
rémix,1,0,0
rémoise,1,0,1
rémunère,0,1,0
rémy,0,1,0
rénovation,1,0,0
rénové,0,1,0
réntre,1,0,0
réorienter,1,0,0
réouvert,1,0,0
réouverture,0,1,0
rép,40,0,1
réparable,0,1,0
réparateur,3,0,1
réparation,4,1,0
réparations,2,3,0
répare,0,1,1
réparer,3,6,2
répartez,1,0,0
réparti,1,0,0
répartie,1,2,2
répartir,2,0,1
répartira,1,0,0
répartit,2,0,0
répartition,1,0,0
réparé,8,2,2
réparée,1,0,0
répercussions,0,1,0
répercute,2,0,0
répertoire,9,3,3
répeteras,1,0,0
répeté,0,1,0
répis,1,0,0
répit,1,0,0
réplique,3,0,1
répnce,1,0,1
répon,1,0,1
répond,88,90,30
répondai,2,0,2
répondais,6,6,1
répondait,5,3,1
réponde,13,10,4
répondent,3,0,0
répondes,6,0,0
répondeur,5,2,0
répondez,1,0,0
répondra,3,2,1
répondrai,2,4,2
répondrais,6,0,0
répondras,1,2,1
répondre,104,71,24
réponds,54,14,8
répondu,97,41,19
répondu20,0,1,0
réponse,123,52,34
réponses,10,4,3
réprimande,1,0,0
république,1,0,0
répugne,1,0,0
répulsif,0,1,1
réput,1,0,0
réputation,1,0,0
répute,1,0,0
réputé,1,0,0
réputée,0,1,1
réputées,1,0,0
répète,5,4,2
répètes,3,5,0
répét,0,1,0
répéte,3,0,0
répéter,8,3,1
répétition,0,1,0
répété,3,4,1
répétée,1,1,0
répétées,0,1,0
réquisitionner,1,0,0
réquisitionné,1,0,0
résa,0,1,0
réseau,8,12,1
réseaux,4,0,0
réservais,1,0,0
réservation,1,1,0
réservations,1,0,0
réserve,37,9,4
réservent,1,0,0
réserver,13,5,4
réserverai,1,0,0
réserves,3,0,1
réservé,11,6,0
réservée,0,1,0
réservés,1,0,0
résidants,0,1,0
résidence,14,1,1
résidences,2,0,0
résident,1,0,0
résignée,1,0,0
résiliation,0,1,1
résilier,2,0,0
résilié,1,0,0
résilles,1,0,0
résistant,1,0,1
résiste,1,2,1
résister,6,1,0
résistera,1,0,1
résisté,3,1,0
résolu,3,2,0
résolution,1,1,0
résolutions,2,0,1
résonnance,1,0,0
résoudre,2,0,0
résous,0,1,1
réssucite,1,0,0
résultat,23,4,5
résultats,33,9,3
résume,3,1,2
résumer,1,0,0
résumé,10,3,1
rétabli,2,2,3
rétablie,2,0,1
rétablir,2,0,0
rétablis,0,1,1
rétablissement,2,1,0
rétamé,2,0,0
rétro,2,1,0
rétrécie,1,0,0
réunies,1,0,0
réunion,70,15,4
réunionais,1,0,0
réunionnais,1,0,0
réunions,9,1,2
réunir,2,0,0
réunis,3,0,1
réunissant,1,0,0
réunissons,1,0,1
réusi,0,1,1
réussi,82,30,20
réussie,1,1,0
réussies,2,0,0
réussir,14,2,3
réussira,1,0,0
réussirais,3,0,1
réussiras,1,0,0
réussis,3,0,1
réussisse,1,1,0
réussissent,2,0,0
réussit,7,2,1
réussite,3,1,0
réutilisent,1,0,0
réutiliser,1,1,1
réuuuniiiit,1,0,0
réve,7,0,0
réveil,66,27,8
réveillais,1,0,0
réveille,29,7,3
réveiller,27,11,2
réveillera,2,0,0
réveilleront,1,0,0
réveilles,3,1,0
réveillez,1,0,0
réveillon,2,1,1
réveillé,43,12,12
réveillée,28,5,2
réveillés,1,2,2
réveils,1,0,1
réveilé,0,1,0
réver,7,0,0
réversible,1,0,0
réves,24,0,0
révise,21,7,2
réviser,35,8,11
réviserai,1,1,2
révises,0,1,0
révisiez,1,0,0
révision,6,1,0
révisions,21,3,1
révisé,19,4,7
révolte,2,0,0
révolter,0,1,0
révolus,0,1,0
révolution,2,0,0
révolutionné,1,0,0
révé,9,2,1
révélation,2,0,0
révélations,1,0,0
révélé,0,1,1
rézo,0,1,0
réécoute,1,0,0
réécrire,2,0,0
réécriture,1,0,1
rééditer,0,1,0
rééquilibrer,0,1,1
rênes,0,1,0
rêve,14,7,0
rêver,1,2,0
rêves,20,15,6
rêvivait,1,0,0
rêvé,2,1,0
rôle,3,1,0
rôles,1,0,0
rôti,0,1,0
røle,2,0,0
røles,1,0,0
s01e01,1,0,0
s1,3,0,2
s2,2,2,1
s6,0,2,0
s8,1,0,0
saaaaaaaime,1,0,0
saaaais,1,0,0
sab,0,2,2
sabato,1,0,0
sabbatique,1,0,0
sabes,1,0,0
sabine,2,0,1
sabines,2,0,0
sablassou,6,0,0
sablassouille,1,0,0
sable,10,2,3
sables,4,0,0
sablieres,3,0,0
sabliers,0,1,0
sablée,1,0,0
sabot,1,0,0
sabots,1,0,0
sac,107,30,23
sacco,2,0,0
sacerdoce,1,0,0
sachan,1,0,0
sachant,26,7,5
sacharne,1,0,1
sache,50,13,8
sachent,2,0,0
saches,5,1,0
sachet,6,2,0
sachete,0,1,1
sachets,2,3,0
sachez,1,0,0
sachs,1,0,1
sacoche,1,0,0
sacre,6,0,0
sacree,1,0,0
sacrement,2,0,0
sacrer,3,0,0
sacreubleux,1,0,0
sacrifice,1,1,0
sacrifie,0,1,0
sacrifier,1,1,0
sacrifierai,2,0,1
sacrifirais,1,0,0
sacrifié,1,0,0
sacripant,0,1,1
sacré,7,26,1
sacrée,2,4,0
sacrées,1,0,0
sacrément,2,1,0
sacrés,2,1,0
sacs,15,2,0
sad,1,0,0
sadapter,0,1,0
sadique,5,3,4
sadiques,1,0,0
sado,1,1,0
sadomazo,1,0,0
sadoul,0,1,0
safran,0,3,0
saga,1,0,0
sage,33,9,4
sagement,2,1,0
sages,4,3,1
sagesse,3,1,1
sagesses,2,0,0
sagissait,0,1,0
sagitaire,2,0,0
sagitaires,1,0,0
sagittaire,6,0,0
sagittaires,2,0,0
sagrada,0,1,1
sagrave,1,0,1
sahara,1,0,0
sahorre,2,0,0
sai,25,8,10
said,1,0,0
saider,0,1,1
saigne,6,2,3
saignement,1,0,1
saigner,3,0,1
saigné,1,0,1
saignées,1,0,0
saiiiiis,1,0,0
saiiis,1,0,0
saiiisss,0,1,1
saiis,3,0,1
saiiss,0,1,1
sailler,1,0,1
sailors,0,1,0
saime,1,0,0
sain,2,1,0
saine,2,0,0
saint,37,13,7
sainte,4,1,2
sainteté,1,0,1
saints,1,0,0
sainté,1,0,0
sais,2593,678,597
saisi,1,2,0
saisie,1,0,0
saisir,1,0,0
saisissions,0,1,0
saislekel,0,1,0
saison,25,12,5
saison1,0,1,1
sait,200,36,30
sak,2,0,0
sal,3,3,4
salade,20,3,1
salades,3,1,0
salaire,14,4,1
salaires,2,0,0
salam,4,0,0
salamalicoum,1,0,0
salariale,0,1,0
salarié,3,0,0
salariée,1,0,0
salariés,1,1,0
salaud,0,3,0
salbert,0,1,0
sale,51,19,18
salem,1,0,1
sales,9,0,2
saleté,5,2,3
salgo,1,0,0
salida,1,0,0
saliendo,2,0,0
saligaud,1,0,0
salindres,1,0,0
salir,2,0,0
salit,2,0,0
salive,0,1,0
salivez,1,0,0
salière,1,0,0
salle,166,51,32
salles,4,4,1
salo,1,0,0
salon,46,4,2
salons,0,1,0
saloon,3,0,0
saloooopes,1,0,0
salop,4,1,1
salopar,1,0,0
salope,8,10,8
saloperie,4,0,0
salopes,3,0,0
salopette,1,0,0
salopio,0,1,0
saloppppee,0,1,1
saloupio,0,1,0
salout,1,0,0
saloute,3,0,0
salsa,4,5,0
salt,1,1,1
salu,2,1,2
salue,1,1,0
saluer,0,1,0
salut,327,190,39
salutations,2,0,0
salute,1,0,0
salutos,4,0,0
saluut,1,0,0
saluuuut,1,0,0
salué,1,0,0
salvetat,0,2,2
salzbourg,0,1,0
salè,1,0,0
salé,6,5,1
salée,2,0,0
salées,0,3,0
salés,1,0,0
sam,5,0,2
samantha,1,0,0
samdi,2,2,1
same,3,0,0
samedi,515,133,109
samediiiiiii,1,0,0
samedis,3,1,2
samosa,1,0,0
samoussas,1,0,0
samsung,7,3,1
samu,2,3,0
samuse,0,1,0
samuser,0,2,0
samuserais,0,1,0
san,10,2,4
sanatate,1,0,0
sanchez,0,1,1
sancho,1,0,0
sanctionné,0,1,0
sanctions,1,0,1
sandale,1,0,0
sandales,0,1,1
sandwich,19,3,2
sandwicherie,0,1,1
sandwiches,1,0,0
sandwichs,1,0,0
sandwitch,0,1,1
sandwivai,1,0,0
sang,36,14,7
sangg,0,1,1
sangle,1,1,0
sanglier,0,1,0
sangliers,1,1,0
sanguin,1,0,0
sanguinaires,1,0,0
sanitaire,0,1,1
sanks4zetchek,0,1,0
sanno,1,0,0
sannonce,0,2,0
sanonce,1,0,0
sans,474,148,103
sansoni,0,3,0
santana,2,0,0
sante,1,1,0
santeè,0,1,0
santir,0,1,0
santons,3,0,0
santé,12,8,1
saos,1,0,0
saou,1,0,0
saoul,23,7,11
saoulai,1,0,0
saoulaient,1,0,0
saoulais,1,0,0
saoulait,2,0,0
saoulante,1,0,1
saoule,52,3,16
saoulent,1,0,0
saouler,7,0,1
saoulerais,0,1,0
saoules,3,0,1
saoulè,1,0,1
saoulé,10,1,0
saoulée,5,0,0
saovle,1,0,1
sap,1,2,2
sapel,1,1,0
sapellait,0,1,1
sapelle,0,4,2
sapere,1,0,0
saphir,1,0,0
sapin,10,0,0
sapine,0,1,0
sappele,3,0,0
sappelera,0,1,0
sappelle,5,1,2
sappellent,0,1,0
sappes,1,0,0
sapprend,0,1,0
sapprochait,0,1,0
sapremo,1,0,0
sapro,1,0,0
saputo,1,0,0
saquer,2,0,1
sararasin,0,1,1
sarcasme,1,0,0
sarde,0,4,0
sardines,3,0,0
saremo,1,0,0
sarete,0,1,0
sarko,1,0,0
sarkozy,4,0,1
sarrange,0,1,1
sarranger,0,4,0
sarrangera,1,0,0
sarrete,3,2,1
sartre,2,0,0
sas,0,1,1
sasalvezisidocumenteledinunitateterogfrumosverificanutegrabidakateapucideunitatemercisporlacititnoaptebuna,1,0,0
sasiq,1,0,1
sasso,0,4,0
sassoi,0,1,0
sassoire,0,1,0
satan,1,0,0
satanaaas,1,0,0
satellite,0,1,0
satge,1,0,0
satin,1,0,0
satisfaction,1,0,0
satisfaire,4,0,0
satisfait,2,2,2
satisfaite,5,0,0
sattache,0,1,0
sattend,0,1,0
sattendais,0,1,0
satténue,1,0,0
saturation,1,0,0
saturday,2,2,0
sature,5,0,0
saturé,1,0,0
saturée,1,0,1
saturés,1,0,0
sau,2,0,0
sauce,15,5,3
saucees,1,0,0
saucer,1,0,0
sauces,9,0,0
sauciss,1,0,0
saucisse,7,0,0
saucisses,3,0,0
saucisson,1,1,0
saucé,1,0,0
sauf,157,38,37
saugrenu,0,1,0
saul,1,0,0
sauna,2,0,0
saura,18,6,4
sauraa,1,0,0
sauraaa,1,0,0
saurai,12,2,5
saurais,13,5,1
saurait,8,2,0
saurampd,1,0,0
sauramps,4,0,0
sauraq,1,0,0
sauras,16,2,2
saurez,2,0,0
sauromps,1,0,0
sauront,1,0,0
saurrai,1,0,0
sausissions,0,1,0
saussisse,1,0,0
saussure,1,0,0
saut,8,7,7
sautait,1,0,0
sautant,2,0,0
saute,17,2,2
sautent,0,1,0
sauter,14,5,5
sautes,2,1,0
sautoir,1,0,0
sauts,2,0,1
sauté,7,7,4
sautée,1,0,0
sauvage,2,0,0
sauvages,0,2,0
sauve,10,2,2
sauvegarde,2,0,0
sauvegarder,3,0,0
sauvegardé,1,0,1
sauvent,1,1,0
sauver,7,1,1
sauvera,0,1,1
sauves,5,0,0
sauvetage,1,0,0
sauveur,2,0,2
sauvian,1,1,0
sauvè,1,0,0
sauvé,6,1,1
sauvée,1,0,0
sauvés,1,0,0
sav,7,0,0
sava,40,1,24
savai,4,0,0
savaient,3,0,1
savais,164,37,53
savait,18,3,6
savance,0,1,1
savantes,0,1,0
save,1,1,1
saveee,0,1,1
savent,18,15,8
saveur,1,0,0
savez,8,2,0
saviez,1,1,1
savoi,0,1,0
savoie,1,0,0
savoiiiiiiir,1,0,0
savoiir,1,0,0
savoir,398,109,78
savoirs,2,0,1
savon,5,0,1
savons,1,0,0
savor,1,0,0
savour,1,0,0
savoure,1,0,0
savvva,1,0,0
savé,0,1,1
saw,2,1,1
sax,0,1,0
saxo,1,3,0
say,3,4,2
saye,8,0,0
sayer,1,0,0
sayez,2,1,0
saying,1,0,0
says,0,1,0
sayé,5,0,0
sayéeeee,1,0,0
sb,0,1,1
sbah,1,0,0
sc,1,0,0
sc2,0,2,2
scan,2,2,1
scandal,1,0,0
scandale,1,0,0
scandales,1,1,0
scandaleu,1,0,0
scandaleuse,1,0,0
scandaleux,4,1,0
scandalisé,1,1,0
scaner,2,0,2
scanne,4,0,0
scanner,13,4,4
scanners,1,0,0
scanè,1,0,0
scarlett,3,0,1
scarpa,1,0,0
scary,1,0,0
sceller,0,1,0
scenar,1,0,0
scencé,1,0,0
scene,3,3,2
scenic,3,0,3
sceno,1,0,0
sceptique,0,1,0
schein,1,0,0
schizo,1,1,1
schizophrene,0,1,1
schizophrène,2,0,0
schizophrènes,1,0,0
schoche,1,0,0
schock,0,1,1
schonhauser,2,0,0
school,1,1,1
schoumi,0,1,0
schrtoumpfs,1,0,0
schtroumpf,2,1,1
schtroumphs,1,0,1
schumpeter,2,0,2
schweppes,0,1,1
schéma,2,2,2
schémas,6,0,0
sci,2,0,0
sciatique,1,1,1
scie,1,0,0
science,12,8,3
sciences,9,2,1
scientific,1,0,0
scientifique,4,8,4
scientifiquement,2,1,0
scientifiques,3,2,0
scientologue,0,1,0
scintille,1,0,0
sciptum,1,0,0
scl,1,0,0
sco,6,0,3
scoala,1,0,0
scoence,1,0,1
scolaire,24,7,3
scolairement,0,1,1
scolaires,2,1,1
scolarité,4,1,0
scones,1,0,0
scoop,4,2,3
scoops,1,0,0
scoot,5,7,3
scooter,2,1,2
scooters,0,1,1
score,7,5,1
scorpion,8,1,1
scorpions,1,1,1
scorsese,1,0,1
scorul,2,0,0
scot,0,1,1
scotch,1,0,0
scotche,0,1,0
scotcher,0,1,0
scott,2,0,0
scouaque,1,0,0
scouate,1,0,0
scouater,1,0,0
scout,5,0,0
scouts,1,0,0
scoutt,1,0,0
scrabble,2,3,0
scratt,1,0,0
scream,1,0,0
scred,1,0,0
screugneugneu,1,0,0
screw,1,0,0
scrie,2,0,0
scrubs,1,0,0
scrupule,1,0,0
scrupules,1,0,0
scrutant,1,0,0
scrute,1,0,0
scuas,1,0,0
scuio,0,3,0
sculpture,1,0,0
sculptures,0,1,1
scuse,1,1,1
scusi,1,0,0
scuz,1,0,0
scuze,4,0,0
scz,0,1,0
scèance,1,0,0
scène,13,1,1
scènes,5,0,0
scéance,2,0,0
scénar,0,1,0
scénario,2,1,1
scénariste,1,0,0
scéne,1,0,0
sd,1,1,0
sdb,2,0,0
sdd,1,0,1
sdemerdera,0,1,0
sdf,1,0,0
sdire,0,1,0
seagal,1,0,0
sean,2,0,0
seance,6,0,1
seances,4,0,1
seas,1,0,1
seattle,1,0,0
seau,0,3,0
seblait,1,0,1
sec,20,7,5
seche,14,0,1
sechement,1,0,0
secher,3,1,1
seché,1,0,0
seclipser,0,1,0
second,10,4,0
secondaires,1,0,0
seconde,23,12,10
secondes,21,8,10
seconds,1,1,0
secoue,1,0,0
secouer,0,1,0
secouez,1,0,1
secour,1,0,0
secours,7,3,0
secoué,0,1,0
secoués,1,0,0
secreeeeet,1,0,0
secreg,1,0,1
secret,29,9,11
secretaire,1,0,0
secretariat,3,1,0
secretes,1,0,0
secrets,5,1,0
secrit,1,0,1
secrète,7,2,1
secrètement,1,0,0
secrètes,1,0,0
secrétaire,8,0,0
secrétaires,2,0,0
secrétariat,5,0,0
secrétariats,1,0,0
secs,1,0,0
sect,0,3,3
sectaire,1,0,0
sectaires,1,0,0
secte,1,0,0
secteur,6,1,0
section,3,3,3
sectionnée,1,0,0
secu,6,0,0
seduit,0,1,0
see,12,5,0
seeeum,1,0,0
seem,0,1,0
seems,1,1,0
seen,0,1,0
sega,1,0,0
segafredo,1,0,0
sehr,1,0,1
seieu,0,1,0
seignee,1,0,0
seigneur,8,1,1
seigneurs,0,1,0
sein,1,0,0
seine,7,0,1
seins,6,3,1
seize,7,0,0
sejour,3,2,0
sejours,0,1,0
sel,3,2,2
selection,1,0,0
selections,1,0,1
selective,1,0,0
self,8,2,2
self2,0,1,1
selle,2,1,0
seller,1,0,0
selon,39,8,7
selui,0,2,2
sem,6,2,1
sem8le,1,0,0
semain,2,0,0
semaine,697,173,98
semainee,1,0,0
semaines,87,41,16
semais,1,0,0
semana,1,0,0
semantisque,1,0,0
sembat,0,1,0
semblaient,1,0,0
semblais,1,0,0
semblait,10,0,0
semblant,18,4,4
semble,58,19,10
semblent,5,1,0
sembler,2,0,0
semblerait,7,0,1
sembles,0,1,0
semblé,1,1,0
semele,1,0,1
semelle,1,0,1
semelles,3,1,0
semestre,26,6,1
semestres,1,0,0
semi,1,10,0
semianes,1,0,0
semiologie,0,1,0
semn,0,2,0
semoule,3,0,0
sempecher,0,1,0
sempre,2,0,0
semène,4,0,0
sen,10,5,7
sena,1,0,0
senario,1,0,0
sence,2,0,0
sencè,1,0,1
sencé,1,0,0
sencée,1,0,0
send,6,0,0
sending,1,0,0
senegal,1,0,0
senegalais,1,0,0
senerve,0,1,0
senerver,0,1,0
senguele,0,1,1
seni,1,0,1
seniirs,1,0,0
senior,1,0,0
seniorita,0,1,1
seniors,3,0,0
senlever,1,0,1
senna,0,1,1
sennheiser,0,1,0
sennuyer,0,1,1
sennuyé,1,0,0
senorita,2,0,0
sens,327,51,64
sensas,1,0,0
sensation,5,0,1
sensations,3,0,0
sense,2,0,0
sensee,3,0,0
senseo,1,0,0
sensibility,1,0,0
sensible,10,0,0
sensibles,3,1,1
sensualité,1,0,1
sensuelle,4,0,1
sensé,10,1,1
sensée,5,2,1
senséo,1,0,0
sent,48,10,8
sentai,1,0,0
sentais,20,2,5
sentait,5,0,2
sente,1,1,1
sentend,0,1,0
sentenden,1,0,0
sentes,3,0,0
senti,8,0,0
sentiamo,1,0,0
sentie,3,1,0
sentiment,8,3,4
sentimental,3,1,1
sentimentale,1,0,0
sentimentalement,1,0,0
sentiments,35,7,7
sentir,39,5,10
sentira,4,0,0
sentirai,1,1,0
sentirais,3,0,0
sentiras,6,0,0
sentis,2,0,1
sentraider,0,1,0
sentrainer,0,2,0
senverra,0,1,0
separation,1,0,0
separations,2,0,0
separe,1,0,0
separer,2,0,1
separé,1,0,0
separés,2,0,1
sephora,2,1,0
sept,11,3,1
septembre,30,6,2
ser,4,0,0
serata,1,0,0
serbe,0,2,2
serbie,1,0,0
serein,2,0,0
sereine,3,0,0
sereinement,2,0,0
serena,1,0,0
serer,0,1,0
sergent,1,1,0
serial,1,0,0
serie,11,2,2
series,2,2,2
serieu,10,2,5
serieuse,21,4,8
serieuseeement,1,0,0
serieusement,6,4,4
serieusemnt,1,0,0
serieuuux,1,0,0
serieux,55,8,22
serieuxmen,1,0,0
seriiieuse,1,0,0
seriiux,1,0,0
seringue,1,0,0
seringues,2,0,0
serio,1,0,0
serious,2,0,1
serouffe,1,0,0
serpent,4,0,0
serpentin,1,0,0
serpiere,1,2,0
serra,2,0,1
serrait,1,1,1
serrano,0,1,0
serrant,1,0,0
serre,6,3,1
serrer,4,6,2
serrera,1,0,0
serres,4,0,0
serrure,6,1,0
serrures,1,0,0
serré,5,1,1
serrée,1,0,0
sers,16,0,3
sert,86,26,22
serta,1,0,0
seruieuse,1,0,0
servai,2,0,0
servait,4,0,1
serve,4,0,0
serven,1,0,0
servent,6,0,1
serveur,20,6,2
serveurs,1,0,0
serveuse,1,0,0
serveuses,0,1,0
serveuz,1,0,0
servi,8,3,1
serviable,2,0,0
servian,1,0,0
service,59,10,2
services,0,2,0
servie,2,0,0
serviete,1,0,0
serviette,15,0,0
serviettes,4,1,1
servir,21,6,6
servira,5,1,2
servirai,1,0,0
servirais,1,0,0
servirait,1,1,1
servire,1,0,1
servis,0,2,1
servit,3,0,0
servitude,0,1,0
serzs,1,0,0
serè,1,0,0
seré,2,3,3
session,19,1,3
sest,8,3,2
set_tagueule,0,1,0
setait,1,1,0
sete,14,3,0
setes,2,0,0
setesh,2,0,0
setrouve,1,0,0
sets,1,0,0
settimana,1,0,0
setting,1,0,0
seu,1,0,1
seuil,1,0,0
seul,183,86,55
seule,360,49,90
